room,noise,Speaker,mic_id,mic_type,location,spk_angle,Gender,DataSet,Centroid,variance,skewness,kurtosis,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,roll_off_max,roll_off_min
2,tele,1160,7,stu,beh,90,M,train-clean-360,1807.330015,1579.535303,1926.670304,2264.729007,-338.9751172,129.7754384,-46.1464226,41.53409167,-18.2048925,1.60261352,-10.91549964,-4.984966933,-6.014698013,8.183216508,-5.956645867,-3.910745674,2986.355521,256.716156
1,none,8118,1,stu,clo,90,F,train-clean-360,2299.340389,1715.396235,2027.558571,2314.45567,-280.884924,101.2018018,-47.15318091,50.17828436,-34.65779714,13.29386403,-16.44223815,0.432440765,0.590815019,5.247199943,-6.58227859,-2.571550432,3680.943554,408.7411181
2,tele,83,1,stu,clo,90,F,train-clean-100,1612.990254,1347.648886,1677.548957,2000.142547,-316.8974353,124.940759,-48.07457524,10.28349287,-22.6239068,-4.401813647,2.677026838,-19.17300076,-4.265278203,-6.459246131,-10.99373647,0.460502101,2534.492237,369.6585065
2,none,5635,7,stu,beh,90,M,train-clean-360,1561.257028,1470.477295,1838.395396,2192.275161,-320.0470313,142.418826,-22.22861365,22.1028646,-18.3165283,11.2829437,-8.581409293,-10.80332802,-1.969556146,-2.541114788,-3.495371608,-13.49524908,2589.485903,210.9339612
2,none,5678,7,stu,beh,90,M,train-clean-100,1409.555205,1369.973361,1746.946551,2120.329325,-306.3023156,155.8613778,-27.85262816,29.78041344,-10.40165944,7.840300512,-2.295997677,-1.636413031,-8.314810723,-2.150628135,-1.171117492,-8.318861891,2318.83764,182.817508
2,none,1246,7,stu,beh,90,F,train-clean-100,1654.768318,1439.047852,1803.193001,2151.804694,-331.7939954,115.6903687,-27.18838312,9.956359584,-12.08082844,-7.590044066,-26.93934241,-14.39270845,11.9836314,6.779649739,6.987796093,1.764409852,2654.60704,322.4519149
1,musi,7540,7,stu,beh,90,M,train-clean-360,1700.728902,1438.842929,1805.009813,2161.502397,-357.6741426,129.4932712,-35.39714287,41.99589685,-12.94372867,-7.117441202,-8.928672453,0.74030844,-5.578132457,2.624031634,-1.406653096,-1.929885442,2621.699429,307.1037315
1,babb,5126,3,stu,mid,90,M,train-clean-360,1580.003442,1466.904077,1844.506764,2211.367772,-264.9321118,144.3610893,-35.25547201,42.3204172,-23.81026899,-6.689908494,-6.333262322,1.700619368,-20.91626975,-2.685704778,-8.391589667,-6.181401982,2555.859687,236.3146695
2,musi,6895,1,stu,clo,90,F,train-clean-360,1897.055955,1652.771882,2005.295396,2342.631424,-318.0192075,118.5224796,-33.07734775,30.43943422,-20.41598446,8.200881633,-6.533332489,9.149430268,-6.640417101,-0.465832302,-4.378303352,-7.228647808,3176.800925,273.7081715
1,tele,2074,3,stu,mid,90,M,train-clean-360,1221.704846,1283.517645,1691.49057,2083.545519,-324.9872561,155.8071118,-21.2397948,25.60508308,-17.50537145,1.992870221,-5.552341691,-10.31360069,-4.254329661,-12.93156917,-4.739355912,-2.12497787,1979.482038,195.2051398
2,none,5456,7,stu,beh,90,M,train-clean-100,1239.480642,1387.512793,1810.633461,2205.734446,-343.2035212,155.9918023,-5.927967528,26.82362603,-21.51877213,10.45513027,-8.873611994,-14.43098577,0.564358075,-6.405856419,-7.526314338,-5.569807369,2079.871758,173.6980913
2,babb,296,7,stu,beh,90,M,train-clean-360,1216.217613,1373.952458,1778.298677,2170.576645,-333.0045073,145.3874614,-6.499728542,34.51081892,-5.480157381,-2.527254098,-8.889104256,-9.187443857,-8.744054906,-7.563445587,-2.253456359,-9.603418015,2067.732842,156.9493163
2,tele,510,7,stu,beh,90,M,train-clean-360,1683.439534,1508.35086,1913.127676,2282.51069,-312.7224308,136.7865103,-40.79238798,18.14104208,-21.1639977,22.02388069,-15.78344397,-0.940225016,3.057244917,-4.463706771,1.746483953,-5.911224348,2536.409153,295.8649273
1,babb,8152,7,stu,beh,90,M,train-clean-360,1720.079579,1412.374783,1751.801643,2086.543183,-299.4084098,148.0047068,-55.4185669,38.08634045,-22.3062436,8.36051367,-23.03801767,-18.10195206,-10.12798261,-2.294869797,-4.960925279,-5.562330751,2663.949764,311.6282744
1,none,4590,1,stu,clo,90,M,train-clean-360,1560.424445,1413.858554,1796.122994,2166.351534,-264.9953783,152.0325666,-44.87867349,31.9634314,-15.01733656,7.70150201,-17.28308965,-6.724763321,-9.481814068,-2.869198803,-6.29054054,-3.091052831,2448.541511,263.6752194
1,babb,4057,5,stu,far,90,F,train-clean-360,1972.156188,1656.368055,2006.02653,2337.407603,-261.2543296,122.1377466,-56.11124721,36.67678939,-25.1820125,2.946165373,-24.52192721,2.42344925,-18.64566369,-1.950483151,-6.51007496,-18.76259715,3226.069659,366.1436193
2,musi,3521,3,stu,mid,90,M,train-clean-360,1371.125107,1316.939368,1670.619368,2025.805799,-312.1146348,161.5500452,-41.65478321,38.2322718,-16.54811837,-2.646785825,4.452240904,-4.160481522,-7.734383841,5.595429999,-6.692154922,-6.46226202,2162.718018,191.9377441
2,musi,7981,3,stu,mid,90,M,train-clean-360,968.2067184,1222.412812,1695.757543,2150.036673,-345.1514653,167.4743665,0.801609358,27.662306,-6.365210566,2.431352653,6.273840726,0.532496158,-3.593956739,-0.856140032,-9.960436932,-6.341015707,1515.061685,131.8991005
1,tele,4064,1,stu,clo,90,F,train-clean-360,1676.929655,1377.047099,1767.424929,2145.244046,-294.2574991,148.5211154,-58.31611943,7.924218126,-14.72495097,3.892268688,-27.10255038,3.993334019,-2.117479879,0.99208174,-2.653571679,-15.10772911,2518.452731,371.1424324
1,babb,1112,7,stu,beh,90,M,train-clean-360,1443.901175,1376.924905,1768.937304,2146.518872,-340.2079828,132.3022576,-25.83939587,16.27365902,-11.40022103,-5.167890504,-15.64725241,-18.56796726,-12.28305736,-9.356748583,-0.3675823,-4.318695622,2268.835025,289.9492612
1,musi,7517,5,stu,far,90,F,train-clean-100,1534.269037,1486.746779,1881.125907,2265.502493,-263.9409634,137.5518597,-39.69088637,32.7394912,-15.04106348,6.460984587,-6.224597046,5.800227174,-5.118800251,-2.857605482,-5.975861827,-5.847879006,2517.280246,214.8897771
2,tele,3923,3,stu,mid,90,M,train-clean-360,1439.65512,1431.025886,1839.73711,2230.695572,-349.7725696,142.5134653,-10.94766715,38.92198409,-13.24594369,-6.340473892,-18.40043478,-6.724241527,-3.482632828,-7.846603146,-9.178927434,-7.742785692,2327.777653,245.1681559
1,none,7247,5,stu,far,90,M,train-clean-360,1721.970414,1443.248323,1815.474122,2156.114485,-271.0886393,137.3697052,-41.46186233,9.214807008,-39.5076038,20.3049486,-17.66788547,-22.29097594,-0.401980891,-14.60532982,-11.52481963,-6.996548666,2573.961869,395.4789908
2,none,1383,5,stu,far,90,M,train-clean-360,1825.959315,1763.501148,2127.315025,2467.98988,-400.4654842,113.1976229,-24.53765758,34.33794637,-3.560424009,10.69095261,-7.458650963,5.127404244,-2.87747413,-2.208828108,-0.473978231,3.053370327,3169.349166,225.1974635
2,tele,7850,1,stu,clo,90,F,dev-clean,1630.971122,1478.212103,1804.810396,2122.823163,-338.6552319,130.2920794,-36.42074042,23.74291036,-21.63855149,4.388917445,2.31195101,-24.27204015,-10.46071387,2.911725195,-0.442583411,-4.761539675,2686.002879,274.647419
2,musi,4859,5,stu,far,90,M,train-clean-100,1905.919682,1609.743351,1907.51778,2192.263306,-294.2104019,119.8346836,-48.04310691,67.01165552,-7.006980828,19.4234122,-14.56306613,-7.450065533,5.72951841,7.20623013,1.858553543,4.35504585,3201.613375,207.0153151
2,tele,7868,3,stu,mid,90,F,train-clean-360,1242.899586,1345.035929,1773.21748,2177.283092,-364.267591,143.8039184,-2.443204066,26.29185316,-11.42853703,-11.5560342,-18.65515986,-12.50095171,0.00532947,-7.982042561,-11.34918531,-6.618019245,1981.336709,219.6950763
1,none,4331,1,stu,clo,90,F,train-clean-360,1340.311166,1249.388199,1634.583589,2014.707796,-316.2234614,152.3336458,-28.7247576,-1.25960225,-23.79985565,-12.95622709,-3.145170136,-11.35710026,-4.522369392,7.991754448,-3.577844313,-2.814306481,2120.944365,267.7792389
2,musi,652,5,stu,far,90,M,dev-clean,1833.576061,1520.26168,1868.105176,2197.404635,-264.0554495,132.9382638,-42.93117607,42.26090348,-24.22789325,13.4645368,-17.47793219,-8.435253478,1.507428516,0.048313659,-6.924309525,-1.045401606,2894.619302,287.3336792
2,none,2060,5,stu,far,90,F,train-clean-360,1806.874883,1546.101261,1905.044368,2254.145012,-334.5926951,120.3558436,-32.44586977,23.70342483,-12.51859714,-11.95272032,-24.89226381,-3.420857765,-10.20013434,0.887438505,4.618537131,-0.466469298,2976.034983,363.3608752
2,tele,1259,3,stu,mid,90,F,train-clean-360,1684.986877,1563.897083,1910.134915,2244.246348,-303.6103482,133.9697898,-36.16237869,35.55460742,-37.76089041,-6.395617052,-16.17496023,-2.357293731,-7.43515162,-4.190009204,0.769418634,-12.11550727,2901.031651,313.4277344
1,none,5456,1,stu,clo,90,M,train-clean-100,1631.142543,1624.2466,2063.04133,2448.939901,-260.1822223,133.1742111,-2.975843295,33.06418932,-38.25245205,17.6361878,-23.73729338,-7.729082815,-1.625831266,-10.37026165,-8.064917634,1.572128325,2518.153395,276.6164114
1,musi,949,7,stu,beh,90,M,train-clean-360,2067.935335,1679.848744,2009.506296,2307.82126,-301.5110051,121.299068,-26.69099282,65.5472646,-29.93738476,36.39090024,-9.494003933,-8.099999617,-1.496208211,-9.934484862,6.258748533,-9.020390899,3376.197864,302.5067729
1,babb,1272,5,stu,far,90,M,dev-clean,2234.129916,1957.509877,2349.170648,2688.800381,-247.0644006,116.4176748,-27.44707079,39.42227496,-29.11758206,23.7185039,-39.31303739,1.799430234,-23.45179119,-4.142791543,-8.239901179,-11.0202409,3734.814453,327.1741832
2,none,1536,1,stu,clo,90,M,train-clean-360,1322.496945,1306.188374,1694.236602,2075.564537,-350.1463394,167.5872788,-20.57496125,27.69793389,-17.82055699,11.16536027,-0.885509805,-12.20241676,-9.722785686,-4.748976539,-5.077757261,-1.339154695,2144.782919,179.2536395
1,musi,1160,7,stu,beh,90,M,train-clean-360,1711.735395,1557.520034,1889.680982,2217.507319,-322.2796404,140.9535146,-43.93870472,59.18515521,-24.48098906,4.402369719,-10.23541007,0.300225739,-6.531258431,6.306481289,0.66755301,-1.203605292,2902.492385,214.1146622
1,tele,7981,5,stu,far,90,M,train-clean-360,1223.618697,1353.39575,1770.350049,2175.12173,-350.4962062,143.1235341,-15.36681629,29.20129206,2.991478187,2.168339831,-3.069600107,-19.98791848,-13.45165162,-7.843917634,-11.18945796,-12.98027261,2047.05113,198.7112863
2,babb,4014,1,stu,clo,90,M,train-clean-100,1527.963027,1399.352079,1776.644894,2150.388896,-317.309112,146.8204819,-35.41340783,33.60275051,-14.59061228,-2.673914511,-12.00667275,-8.162796074,-13.46890931,-0.010172256,-12.29320381,-11.68964208,2426.831203,248.1219695
2,none,6241,7,stu,beh,90,M,dev-clean,1535.443138,1395.098241,1794.496787,2173.191476,-280.7868763,146.4520095,-43.02829341,18.38621098,-27.09975907,4.368178121,-13.84981957,-6.879627955,-7.097093609,-7.441502405,-4.86010369,-7.204343862,2309.374512,287.1606445
1,babb,4331,7,stu,beh,90,F,train-clean-360,1297.685959,1236.485499,1640.805301,2035.088674,-307.4379098,156.1639673,-39.99689932,5.913608635,-29.701842,-16.67806492,-11.40141219,-13.6983998,-9.394459014,-3.505182297,-3.536027246,-5.054600847,1999.740147,316.708646
2,none,3549,3,stu,mid,90,F,train-clean-360,2054.094536,1603.829152,1932.979304,2251.425313,-306.835637,110.9530993,-56.65996602,29.12661325,-21.63599429,2.579007055,-22.62621086,-6.325098695,3.343435952,4.005300735,-11.91851475,-2.530233395,3293.755537,395.6052171
2,musi,5126,7,stu,beh,90,M,train-clean-360,1222.16205,1342.975687,1751.803221,2153.780648,-285.5220506,159.2037038,-30.63505028,42.80550477,-10.32107397,9.893673445,-2.935971993,-2.304756898,-7.893831227,3.54108091,-4.229025637,-15.10080815,2048.263909,154.9984338
2,babb,1392,5,stu,far,90,M,train-clean-360,1601.424124,1431.022806,1774.591417,2122.362109,-295.5491809,138.4831484,-48.6316607,33.17018069,-7.307001803,-4.208098055,-16.44891113,-5.919950253,-8.495645226,-7.46844464,-1.728065204,-7.837247141,2626.747721,275.7047526
1,babb,5456,7,stu,beh,90,M,train-clean-100,1442.24629,1454.11935,1869.361432,2247.401708,-273.0217732,150.00213,-20.05215162,29.74524628,-40.93959191,6.729885522,-19.82428358,-16.60596883,-5.232289499,-12.99929013,-8.117167544,-0.481997809,2218.409313,249.5104658
1,tele,1874,1,stu,clo,90,M,train-clean-360,1549.182072,1449.789438,1852.685547,2238.910556,-288.4350934,153.3712364,-35.5337349,19.23503601,-21.15216715,9.835421663,-17.19066776,-3.374714929,-1.596166304,3.964698724,-7.838849453,-3.225139757,2437.228255,252.8010282
2,babb,1536,7,stu,beh,90,M,train-clean-360,1022.992873,1144.31852,1542.847797,1943.973089,-314.519764,182.4600287,-18.61955299,22.63826539,-6.649306826,4.276720041,3.23255912,-13.46331248,-6.088581368,0.449249619,-0.992234696,-2.533786485,1682.245922,151.1276716
2,none,4014,7,stu,beh,90,M,train-clean-100,1611.511407,1467.95219,1852.665351,2220.781317,-320.637619,136.1181315,-24.8797796,25.460311,-18.25526909,0.570986254,-10.88352965,-5.163312604,-3.66455543,5.325505839,-5.476955223,-10.75315909,2557.615187,238.580702
2,babb,6241,1,stu,clo,90,M,dev-clean,1542.706412,1374.35263,1767.669067,2148.616568,-289.4596229,145.8753593,-50.39736335,23.4583501,-22.80442143,1.271247339,-16.34345,-10.56996415,-13.62904699,-10.58776045,-13.49235414,-8.127994717,2319.402832,311.6162109
2,tele,196,3,stu,mid,90,M,train-clean-100,1274.16559,1318.329024,1732.792306,2131.443576,-315.9228435,158.3000991,-20.64527316,19.1068056,-12.65613666,8.216096241,-12.00807575,-13.01660707,1.009387328,-8.192122943,-7.813666376,-2.78412407,2051.170809,200.8668591
1,musi,2289,3,stu,mid,90,M,train-clean-100,2317.378069,1740.775862,2101.731248,2427.201197,-302.9206729,115.7978026,-42.62256095,61.70622215,-38.0752845,25.28978835,-18.52246986,18.65636147,-9.842514004,4.514930559,1.252827641,-4.013465319,3595.377964,440.5572672
1,tele,196,1,stu,clo,90,M,train-clean-100,1755.029595,1518.619369,1874.947653,2211.060922,-290.7363083,138.9145127,-48.47219023,31.00246684,-25.51268404,11.79436905,-17.77654054,-4.075255761,5.319955885,-2.489791707,-5.618231572,-5.181442301,2790.259311,268.1130352
2,babb,8118,3,stu,mid,90,F,train-clean-360,1975.482238,1514.032769,1812.40914,2103.415809,-259.5360929,132.6380194,-69.25441887,54.82084741,-30.73542034,5.127507983,-17.79649844,-5.540369792,-4.652341425,-2.840675888,-10.36163287,-7.399364684,3152.869948,358.7864711
1,babb,8118,7,stu,beh,90,F,train-clean-360,2014.506714,1589.684165,1875.624339,2154.759395,-283.2281868,119.7604867,-51.51447137,42.45292569,-34.37247684,-0.795106777,-14.14226342,-12.45124242,-6.016126427,-3.956737414,-9.19885538,-6.34896729,3360.397629,332.1894443
2,babb,5635,1,stu,clo,90,M,train-clean-360,1524.396593,1440.544875,1808.290028,2168.342552,-302.1938563,149.6886638,-39.30109565,31.37230331,-19.85627357,7.483497005,-14.16393597,-12.70562298,-11.04972894,-7.718729688,-10.18470132,-14.26237324,2507.735397,259.7068239
2,babb,5678,1,stu,clo,90,M,train-clean-100,1471.854087,1374.810532,1748.435358,2120.217538,-298.5202347,157.2027816,-41.64686865,35.24813957,-14.50183436,6.217103652,-8.198481473,-3.850480145,-14.39640428,-6.634748963,-8.146345357,-9.941062392,2351.858286,229.0433444
2,babb,1246,1,stu,clo,90,F,train-clean-100,1616.292346,1453.591767,1806.620916,2153.301633,-310.0327317,127.667674,-37.50927069,26.63640729,-11.12272052,-6.703042012,-21.53697942,-17.99621712,-1.983297364,-0.58441835,-1.446659072,-4.660608071,2641.172193,307.7063519
2,tele,188,7,stu,beh,90,F,train-clean-360,1532.447853,1473.077644,1854.092502,2213.870642,-303.5114166,133.1927011,-29.49796262,16.82311671,-24.69691773,0.881880785,-9.021760356,-4.299868832,1.168436984,-2.657757254,-6.233663171,-13.24097367,2518.086665,238.8200216
1,babb,8051,3,stu,mid,90,F,train-clean-100,1105.737852,1137.957785,1568.844242,1998.104518,-311.8570403,158.6337223,-18.99430206,12.58827832,-14.81705115,-34.11709715,-18.80792185,-1.127796421,-14.82061854,-8.361166115,-0.62472081,-3.061919871,1695.732045,295.6579642
2,babb,5456,1,stu,clo,90,M,train-clean-100,1178.335249,1284.076197,1703.138961,2107.544069,-329.1174171,161.7870249,-18.76487894,28.40552028,-15.20420793,2.218392654,-8.843117024,-17.61151916,-8.015379743,-8.900684821,-12.47071498,-6.101906164,1900.212759,204.8657855
2,none,296,1,stu,clo,90,M,train-clean-360,1671.108849,1627.335033,1998.213054,2344.550478,-381.2488734,125.5672428,-8.781369927,52.29358705,-17.48687096,8.163310164,-12.15749498,-3.669955459,-8.456672566,-8.403347322,-3.714836505,-9.394656387,2894.050035,193.5183667
1,babb,4590,7,stu,beh,90,M,train-clean-360,1346.341375,1278.202162,1658.005,2032.882719,-289.4043309,170.0929988,-46.48117081,29.02901466,-21.79151054,2.599063054,-11.28532555,-13.11010034,-12.04908198,-6.81377695,-4.507839038,-1.496559337,2103.453085,250.4013271
1,none,1536,3,stu,mid,90,M,train-clean-360,1107.77511,1225.880338,1669.127332,2104.049095,-321.5483868,174.1480297,-14.33653696,12.30224099,-9.630555007,1.47579586,-0.172329594,-1.830774854,-10.3192544,0.66000184,4.549434204,0.280865033,1746.594098,146.4971449
2,musi,3835,1,stu,clo,90,M,train-clean-360,1856.998301,1618.869393,1919.165626,2214.047502,-235.8506091,122.5351303,-49.64324607,58.76905458,-13.62246878,11.80688325,-9.96971226,2.175621496,-8.555873388,-7.458968057,-1.02219298,-12.45075379,3200.396134,202.7709961
1,none,8152,1,stu,clo,90,M,train-clean-360,2060.653447,1547.077038,1886.872407,2208.194098,-298.9285422,117.5322524,-48.98739416,41.46475753,-13.26479018,12.85094728,-30.24297047,-12.92470803,-6.807818282,1.082375066,-5.151042823,-7.142976162,3158.067412,403.5967659
1,tele,5401,5,stu,far,90,M,train-clean-360,1731.713772,1433.389414,1772.501977,2102.263086,-234.2630044,142.3262886,-48.34251646,38.90850732,-31.90193845,1.154736255,-14.85306277,-12.26283292,-11.54471717,-4.46833792,-4.630039022,-10.79899118,2760.391001,349.6254621
2,babb,4116,3,stu,mid,90,F,train-clean-360,1655.249837,1467.814223,1793.10853,2115.74637,-279.2780797,144.2573616,-54.20478855,35.96642434,-30.70975023,-0.089311094,-15.26654914,-14.10789385,-3.924589824,-1.016681589,-7.804711397,-12.97989013,2744.721305,297.5895158
1,musi,1867,7,stu,beh,90,M,train-clean-100,1960.054899,1628.620355,1970.0633,2290.536339,-308.9791951,116.663562,-41.11874774,39.39981824,-29.86451283,6.324059953,-1.350034007,10.30554651,-8.557308581,7.515110374,6.797265929,-3.678365377,3189.656945,316.6925701
1,none,1112,1,stu,clo,90,M,train-clean-360,1643.966436,1560.348957,1974.262753,2352.677119,-358.3333582,119.2575759,-22.76463238,32.47744849,-8.908205913,13.14139342,-21.21989281,-9.087669315,-10.12492446,-5.744139585,6.16104817,-2.292201667,2526.094387,277.3882261
2,musi,1961,3,stu,mid,90,F,train-clean-360,1537.803622,1584.629409,1994.313657,2378.27831,-323.5521991,131.4370814,-31.77601345,37.80185371,-17.91952594,19.00361411,-3.684531682,6.354573315,2.644696013,9.246550873,-4.22777589,-3.966756325,2544.76209,183.7826725
1,none,5154,7,stu,beh,90,F,train-clean-360,1884.778859,1553.534018,1894.280532,2218.78821,-373.6407054,115.3201195,-49.53589394,17.00767668,-23.98949608,-0.193690545,-2.390158152,8.214717255,9.795882094,5.244330298,9.834477034,-0.275624794,3022.980851,356.1404552
1,tele,7278,7,stu,beh,90,M,train-clean-100,1537.963211,1411.708092,1794.287526,2157.19976,-283.1036972,151.7661772,-37.88125875,22.30349986,-34.14207277,6.459865087,-11.24850316,-6.408536759,-4.075381868,-1.980293756,-0.620576577,-10.31387345,2430.678013,264.692034
2,babb,1536,5,stu,far,90,M,train-clean-360,971.509838,1110.619214,1535.18595,1966.660159,-313.9369957,178.1989527,-17.60187002,17.56016129,3.265589639,-6.548088334,1.193181823,-8.959591628,-8.056017985,1.055409157,-4.669604271,-1.168490438,1542.850856,151.393529
2,babb,7995,3,stu,mid,90,F,train-clean-360,1238.533426,1323.949387,1771.580518,2204.450554,-323.9787897,153.1201927,-24.44104367,17.04304953,-6.283561192,2.234820573,-7.498643906,-4.16937206,-9.136270137,-4.532028037,-16.31271446,-15.8262239,1973.331809,200.3254178
2,musi,1963,7,stu,beh,90,F,train-clean-100,1937.282978,1633.745319,1964.422149,2280.84124,-292.7055202,126.0462426,-49.54345085,36.94407805,-28.42431037,7.816840682,-19.82958241,-3.024151177,-3.627801806,2.827896273,-8.562182219,-7.424209792,3214.137061,296.2308608
2,tele,7540,7,stu,beh,90,M,train-clean-360,1533.468478,1474.115156,1845.907025,2208.655752,-344.4506866,135.2628731,-30.02807609,44.96769331,-5.509909256,-1.126219625,-8.967862741,4.722283764,-6.518775972,-4.933021534,1.268121403,-8.999132289,2522.168177,196.0010875
2,none,2149,1,stu,clo,90,M,train-clean-360,1920.678976,1532.947043,1921.070221,2276.442021,-319.050413,125.5469592,-56.9497629,31.18358759,-11.84129406,25.59727926,-40.88618215,-5.303545503,-10.16447099,-16.65078797,-18.41387916,-12.56243347,2917.404743,380.6181442
2,tele,636,5,stu,far,90,F,train-clean-360,1263.966435,1263.957581,1661.522162,2053.833642,-314.3448042,138.8360214,-20.30186081,11.73434693,-5.014713031,-19.22953152,-13.22830798,-18.72855895,-5.662594844,3.476422233,-9.043841599,0.214444548,1999.754574,284.9868732
2,none,7247,3,stu,mid,90,M,train-clean-360,1602.987218,1334.232469,1724.949629,2104.746266,-330.2019525,136.2683976,-28.24651685,5.939827126,-13.27021873,3.897775478,-15.30353644,-16.06322185,-7.332111387,-4.409414284,-6.524469139,-0.546431969,2458.2426,383.1393733
1,tele,7247,7,stu,beh,90,M,train-clean-360,1605.969037,1374.343167,1750.680866,2114.239862,-344.5525191,137.6652833,-34.87567781,5.747270643,-19.94912073,2.482385467,-16.85699322,-15.77070417,-6.101830464,-11.99375953,-4.335554598,4.614740422,2503.833008,330.5285332
1,tele,4848,7,stu,beh,90,M,train-clean-360,1341.630907,1284.678025,1711.400674,2126.740763,-369.007735,148.698075,-24.09695332,15.58971524,-11.16801819,-2.454117197,-14.03307181,-10.63878337,-11.84141985,-0.651537934,1.830977362,-1.888457196,2095.270257,234.8107753
1,musi,150,1,stu,clo,90,F,train-clean-100,2567.843961,1791.879009,2106.849077,2392.101197,-305.5028234,95.31277818,-62.97320333,42.35589101,-39.47159939,14.86509724,-31.57452629,2.970973038,-13.29295836,1.266898025,-11.36617977,-9.965849389,4062.999857,542.4913078
1,tele,4438,7,stu,beh,90,M,train-clean-360,1314.552271,1224.254045,1614.75426,2008.722499,-314.9168108,171.8379684,-46.26817839,16.94030558,-18.77719457,-5.935449027,-3.297386409,-1.586450211,-8.55020026,-0.122578377,-6.654665302,-2.159575565,1987.266763,259.7871947
1,tele,296,3,stu,mid,90,M,train-clean-360,1832.333922,1482.848056,1792.641488,2100.090302,-280.9452382,133.3329477,-65.52586744,34.54716281,-17.69986608,6.342724387,-10.38858032,-7.394796461,-9.775416711,-2.410832341,-5.156850635,-10.06442968,3012.718424,337.4013672
1,musi,6965,7,stu,beh,90,M,train-clean-360,1731.816211,1625.895463,1977.840156,2305.697513,-310.7247476,122.7485646,-28.10746045,40.21960302,-27.97096692,11.08980753,-13.04948808,-16.0454985,-4.064206657,-0.704772923,-0.807558532,-2.13381023,2900.344606,256.2228853
1,tele,1066,1,stu,clo,90,F,train-clean-360,1450.68845,1355.630831,1764.040827,2161.457555,-313.6229124,145.0830053,-20.42836822,20.8887847,-10.31618455,-1.076818154,-21.75266545,-6.637747844,10.00335635,1.085066438,-9.767779714,2.199156564,2269.966132,234.7577294
1,tele,242,5,stu,far,90,F,train-clean-360,1663.974203,1405.533461,1749.942637,2091.031552,-253.2662138,146.1028102,-65.84815618,25.03347877,-19.7295811,-3.159902503,-28.59623821,-13.80037434,-7.803323459,3.516041447,-8.026226318,-8.550095807,2630.716357,373.5106676
1,tele,93,1,stu,clo,90,F,train-clean-360,1865.682598,1609.429496,1921.740382,2226.38899,-262.6309802,117.4303775,-40.6696333,40.59283523,-19.22235669,2.917946623,-12.78780707,-10.9950878,-4.822420914,-0.299000479,-9.211503052,-5.65229961,3138.251546,260.5580633
2,tele,5386,1,stu,clo,90,M,train-clean-360,1802.672627,1530.399821,1886.750121,2228.020612,-313.1934891,136.2000644,-44.82738243,27.68035233,-23.88968564,9.978286309,-15.72685462,2.586498132,-8.521548315,-7.224596262,0.953694137,-6.294050924,2880.141526,291.6206617
1,none,7498,1,stu,clo,90,F,train-clean-360,2373.774421,1642.52245,1957.743111,2243.003589,-267.933964,88.26172537,-66.8206347,26.73138296,-34.53338786,3.803405062,-29.45557117,0.923278283,8.0167564,9.891637535,2.794949988,-2.947960257,3620.017687,588.27605
1,babb,7981,3,stu,mid,90,M,train-clean-360,1508.889305,1465.062145,1849.530509,2229.497507,-292.7382415,149.0116255,-36.46048916,33.49596665,-16.16983959,1.781878664,-4.477579756,2.183697314,-19.91087935,-8.926148936,-10.16904502,-8.806374098,2523.428482,221.5889744
1,tele,2294,7,stu,beh,90,M,train-clean-360,1396.205845,1251.911056,1609.774271,1967.259083,-314.3908452,146.0714789,-30.25019707,4.883598337,-16.24750254,-10.40313746,-6.272122044,-16.43422272,-2.798575627,-2.024709539,-9.948881789,2.285965073,2181.363554,276.3525925
2,babb,5157,5,stu,far,90,M,train-clean-360,1724.188538,1543.748548,1885.956736,2228.053398,-274.4419758,143.2112026,-59.76156659,54.63617167,-22.98686186,6.193939978,-15.58939934,-2.376147426,-14.00084429,0.954576576,-9.22487147,-8.771567822,2882.637854,247.4155771
1,musi,492,5,stu,far,90,M,train-clean-360,2028.763702,1604.092967,1871.87327,2131.936595,-270.7726239,122.447819,-63.3114639,78.41043479,-22.49246298,2.494194161,-7.474885418,9.070067665,0.568139804,-1.512144725,-8.8640415,-3.455364533,3431.576374,243.8991929
1,none,5583,7,stu,beh,90,F,train-clean-360,2425.019842,1581.688882,1897.37132,2188.306029,-260.5048416,93.82141047,-63.08874197,27.28684048,-50.05580764,7.055907267,-14.41329502,1.005798182,-3.013526156,2.218619691,-3.525544763,-4.316091388,3616.228421,702.3888844
2,tele,949,7,stu,beh,90,M,train-clean-360,1863.241178,1502.842602,1815.386922,2106.568695,-243.9950258,138.7617693,-52.43029013,41.0413765,-29.529168,24.01456221,-9.039838575,-16.98281158,-2.200161836,-7.448167476,2.916194651,-16.29630391,3008.138399,311.4969795
1,tele,2294,1,stu,clo,90,M,train-clean-360,1708.131485,1532.052382,1952.29857,2350.52385,-314.555196,134.5793026,-37.61004953,23.65877613,-16.82532019,7.266879779,-13.59691544,-0.016666755,-17.16141473,3.19124266,-11.86791058,-10.15804841,2649.489284,293.1878167
2,babb,209,7,stu,beh,90,F,train-clean-360,1802.759972,1451.431554,1768.900292,2081.804875,-286.6368075,131.9249208,-55.83031955,31.6912155,-25.36548261,-0.983221118,-13.34516981,-12.1475519,-7.779146695,-3.626871037,-8.55882207,-12.03426869,2893.366763,330.0655967
